age,sex,income_family,province,education,religious,marital_status,language_knowledge,employed,votechoice,vote_liberal
34,Female,"$50,000 to $74,999",British Columbia,High school diploma,Yes,Has a partner,English only,Yes,ndp,0
62,Male,"$25,000 to $49,999",Nova Scotia,Less than high school,Yes,Single,English only,No,Don't know/ Prefer not to answer,0
34,Male,"$25,000 to $49,999",Quebec,College or certificate,Yes,Single,French only,No,Liberal Party,1
48,Male,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Liberal Party,1
64,Male,"Less than $25,000",Ontario,College or certificate,Yes,Has a partner,English only,No,ndp,0
32,Male,"$50,000 to $74,999",Alberta,College or certificate,Yes,Single,English only,Yes,Liberal Party,1
64,Male,"Less than $25,000",Quebec,High school diploma,Yes,Has a partner,French only,No,Conservative Party,0
75,Female,"$50,000 to $74,999",Newfoundland and Labrador,College or certificate,Yes,Has a partner,English only,No,Liberal Party,1
68,Female,"$75,000 to $99,999",Ontario,College or certificate,Yes,Single,English only,No,Liberal Party,1
47,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Single,Neither English nor French,Yes,Liberal Party,1
31,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Liberal Party,1
69,Male,"$100,000 to $ 124,999",Nova Scotia,Bachelor's degree,Yes,Has a partner,English only,Yes,Liberal Party,1
45,Female,"$125,000 and more",Quebec,Above bachelor,Yes,Has a partner,French only,Yes,Conservative Party,0
81,Male,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,English only,No,Liberal Party,1
68,Female,"$25,000 to $49,999",Newfoundland and Labrador,College or certificate,Yes,Single,English only,No,Conservative Party,0
36,Female,"$50,000 to $74,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Don't know/ Prefer not to answer,0
59,Female,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Don't know/ Prefer not to answer,0
64,Male,"$25,000 to $49,999",Ontario,High school diploma,Yes,Has a partner,English only,Yes,Conservative Party,0
54,Female,"$25,000 to $49,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,ndp,0
34,Male,"$100,000 to $ 124,999",Ontario,Above bachelor,Yes,Has a partner,English only,Yes,ndp,0
70,Female,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,No,Liberal Party,1
35,Male,"$50,000 to $74,999",Ontario,High school diploma,Yes,Has a partner,English only,Yes,Conservative Party,0
71,Male,"$50,000 to $74,999",Ontario,College or certificate,Yes,Has a partner,Neither English nor French,No,Liberal Party,1
39,Male,"$50,000 to $74,999",Quebec,High school diploma,Yes,Single,French only,No,Liberal Party,1
48,Female,"$50,000 to $74,999",Newfoundland and Labrador,College or certificate,Yes,Has a partner,English only,Yes,Conservative Party,0
39,Female,"$50,000 to $74,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes,Liberal Party,1
51,Male,"$25,000 to $49,999",Quebec,Bachelor's degree,Yes,Single,French only,Yes,Conservative Party,0
64,Female,"$25,000 to $49,999",Ontario,Bachelor's degree,Yes,Single,English only,No,Liberal Party,1
56,Female,"$25,000 to $49,999",Ontario,Bachelor's degree,Yes,Single,English only,No,Conservative Party,0
63,Male,"$75,000 to $99,999",Quebec,Bachelor's degree,Yes,Has a partner,French only,No,Bloc Québécois,0
72,Male,"Less than $25,000",Ontario,College or certificate,Yes,Single,English only,No,Liberal Party,1
82,Female,"$25,000 to $49,999",Nova Scotia,College or certificate,Yes,Has a partner,English only,No,Liberal Party,1
49,Female,"Less than $25,000",Quebec,High school diploma,Yes,Has a partner,French only,Yes,Liberal Party,1
50,Female,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,English only,No,Liberal Party,1
32,Female,"$25,000 to $49,999",Nova Scotia,College or certificate,Yes,Single,English only,Yes,Green Party,0
56,Female,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,Both English and French,Yes,Liberal Party,1
53,Female,"$100,000 to $ 124,999",Ontario,College or certificate,Yes,Has a partner,Both English and French,Yes,Don't know/ Prefer not to answer,0
30,Female,"$75,000 to $99,999",Ontario,Above bachelor,Yes,Has a partner,English only,No,ndp,0
47,Male,"Less than $25,000",British Columbia,Above bachelor,Yes,Has a partner,English only,Yes,Liberal Party,1
44,Female,"Less than $25,000",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Liberal Party,1
45,Male,"$125,000 and more",Quebec,Above bachelor,Yes,Has a partner,Neither English nor French,Yes,Conservative Party,0
40,Male,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Single,English only,Yes,Liberal Party,1
46,Male,"Less than $25,000",Quebec,Bachelor's degree,Yes,Single,French only,No,Liberal Party,1
41,Male,"$25,000 to $49,999",Quebec,High school diploma,Yes,Single,French only,Yes,ndp,0
33,Male,"$75,000 to $99,999",Ontario,Above bachelor,Yes,Single,English only,Yes,Liberal Party,1
67,Female,"Less than $25,000",Quebec,College or certificate,Yes,Single,French only,No,Conservative Party,0
55,Female,"$50,000 to $74,999",Quebec,Bachelor's degree,Yes,Single,French only,No,Liberal Party,1
75,Male,"$50,000 to $74,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,No,Liberal Party,1
55,Female,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Single,English only,Yes,Liberal Party,1
19,Female,"$125,000 and more",Quebec,College or certificate,Yes,Single,French only,No,Liberal Party,1
67,Female,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Single,Neither English nor French,Yes,Conservative Party,0
68,Female,"$25,000 to $49,999",Quebec,High school diploma,Yes,Has a partner,French only,No,Liberal Party,1
68,Male,"$25,000 to $49,999",Alberta,High school diploma,Yes,Has a partner,English only,No,Conservative Party,0
35,Female,"$50,000 to $74,999",Ontario,Bachelor's degree,Yes,Single,English only,Yes,Liberal Party,1
61,Male,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,No,Liberal Party,1
57,Female,"Less than $25,000",Ontario,High school diploma,Yes,Single,English only,No,Liberal Party,1
45,Male,"Less than $25,000",Quebec,College or certificate,Yes,Single,French only,No,Bloc Québécois,0
70,Female,"$25,000 to $49,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Green Party,0
55,Female,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,French only,No,Green Party,0
44,Female,"$125,000 and more",Quebec,Above bachelor,Yes,Single,French only,Yes,Don't know/ Prefer not to answer,0
62,Female,"$50,000 to $74,999",Ontario,Bachelor's degree,Yes,Single,Both English and French,Yes,Liberal Party,1
56,Female,"$25,000 to $49,999",Quebec,College or certificate,Yes,Has a partner,French only,No,Conservative Party,0
72,Female,"$75,000 to $99,999",Ontario,Above bachelor,Yes,Single,English only,No,Conservative Party,0
58,Male,"$75,000 to $99,999",Ontario,College or certificate,Yes,Single,English only,Yes,Liberal Party,1
34,Male,"$100,000 to $ 124,999",Quebec,High school diploma,Yes,Has a partner,French only,Yes,Bloc Québécois,0
56,Male,"Less than $25,000",Quebec,College or certificate,Yes,Single,French only,No,Liberal Party,1
55,Male,"$75,000 to $99,999",Quebec,Bachelor's degree,Yes,Has a partner,French only,Yes,Bloc Québécois,0
72,Male,"$100,000 to $ 124,999",Ontario,Above bachelor,Yes,Has a partner,English only,No,ndp,0
54,Female,"$50,000 to $74,999",Ontario,High school diploma,Yes,Single,English only,No,People's Party,0
62,Female,"$125,000 and more",Nova Scotia,Above bachelor,Yes,Has a partner,English only,Yes,Don't know/ Prefer not to answer,0
76,Male,"$75,000 to $99,999",Ontario,Above bachelor,Yes,Has a partner,English only,No,Green Party,0
64,Female,"$50,000 to $74,999",Quebec,Less than high school,Yes,Has a partner,English only,No,Don't know/ Prefer not to answer,0
78,Male,"$50,000 to $74,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Liberal Party,1
26,Male,"Less than $25,000",Quebec,College or certificate,Yes,Single,French only,Yes,Conservative Party,0
54,Female,"$75,000 to $99,999",Nova Scotia,High school diploma,Yes,Has a partner,English only,No,Liberal Party,1
63,Male,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Single,English only,Yes,Conservative Party,0
62,Male,"Less than $25,000",Quebec,High school diploma,Yes,Single,French only,Yes,Liberal Party,1
42,Male,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Conservative Party,0
44,Female,"$125,000 and more",Quebec,College or certificate,Yes,Has a partner,French only,Yes,Bloc Québécois,0
65,Male,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,No,Liberal Party,1
64,Female,"$50,000 to $74,999",Ontario,High school diploma,Yes,Has a partner,English only,No,Conservative Party,0
40,Male,"$50,000 to $74,999",New Brunswick,College or certificate,Yes,Single,English only,Yes,ndp,0
53,Female,"$75,000 to $99,999",Quebec,Bachelor's degree,Yes,Single,French only,Yes,Green Party,0
50,Male,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Conservative Party,0
71,Male,"$25,000 to $49,999",New Brunswick,Bachelor's degree,Yes,Has a partner,English only,No,Don't know/ Prefer not to answer,0
49,Female,"$50,000 to $74,999",Quebec,College or certificate,Yes,Single,French only,Yes,Don't know/ Prefer not to answer,0
56,Male,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,Both English and French,Yes,Conservative Party,0
53,Male,"$125,000 and more",Ontario,Above bachelor,Yes,Has a partner,English only,No,Conservative Party,0
56,Female,"$75,000 to $99,999",Quebec,High school diploma,Yes,Has a partner,French only,No,Bloc Québécois,0
70,Female,"Less than $25,000",Ontario,High school diploma,Yes,Single,Both English and French,No,Conservative Party,0
67,Male,"$125,000 and more",Ontario,Above bachelor,Yes,Has a partner,English only,No,Conservative Party,0
48,Male,"$75,000 to $99,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes,Don't know/ Prefer not to answer,0
53,Female,"$25,000 to $49,999",Quebec,High school diploma,Yes,Single,French only,Yes,Conservative Party,0
40,Female,"$25,000 to $49,999",Quebec,Bachelor's degree,Yes,Single,French only,Yes,Liberal Party,1
75,Female,"$125,000 and more",Quebec,Above bachelor,Yes,Single,Both English and French,Yes,Don't know/ Prefer not to answer,0
63,Male,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,Both English and French,No,Conservative Party,0
38,Male,"$125,000 and more",Ontario,Bachelor's degree,No,Has a partner,English only,Yes,Conservative Party,0
37,Male,"$50,000 to $74,999",Quebec,Bachelor's degree,Yes,Single,French only,Yes,ndp,0
52,Male,"$125,000 and more",Quebec,Above bachelor,Yes,Has a partner,Both English and French,Yes,Don't know/ Prefer not to answer,0
46,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Single,English only,Yes,ndp,0
81,Male,"$50,000 to $74,999",Ontario,Above bachelor,Yes,Has a partner,Neither English nor French,No,Conservative Party,0
67,Female,"$75,000 to $99,999",Quebec,College or certificate,Yes,Has a partner,French only,No,Green Party,0
66,Male,"$50,000 to $74,999",Ontario,College or certificate,Yes,Has a partner,English only,No,People's Party,0
67,Male,"$25,000 to $49,999",Quebec,High school diploma,Yes,Has a partner,French only,No,Conservative Party,0
67,Male,"$75,000 to $99,999",Ontario,Above bachelor,Yes,Has a partner,Both English and French,No,Conservative Party,0
61,Male,"Less than $25,000",Quebec,College or certificate,Yes,Single,French only,No,Bloc Québécois,0
38,Female,"Less than $25,000",Quebec,High school diploma,Yes,Single,French only,No,Liberal Party,1
65,Male,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Conservative Party,0
70,Male,"$50,000 to $74,999",New Brunswick,Bachelor's degree,Yes,Has a partner,English only,No,Conservative Party,0
76,Male,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Conservative Party,0
56,Male,"$125,000 and more",Quebec,Above bachelor,Yes,Has a partner,French only,Yes,Bloc Québécois,0
81,Male,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,No,Liberal Party,1
70,Male,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,No,Green Party,0
62,Female,"$75,000 to $99,999",Manitoba,Bachelor's degree,Yes,Has a partner,English only,No,Liberal Party,1
40,Male,"$50,000 to $74,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes,Liberal Party,1
55,Female,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Conservative Party,0
70,Female,"Less than $25,000",Quebec,High school diploma,Yes,Single,French only,No,Don't know/ Prefer not to answer,0
42,Male,"$125,000 and more",Ontario,Above bachelor,Yes,Has a partner,English only,Yes,Liberal Party,1
25,Female,"$75,000 to $99,999",Ontario,College or certificate,Yes,Single,English only,Yes,ndp,0
40,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Single,English only,Yes,Liberal Party,1
47,Male,"Less than $25,000",Quebec,College or certificate,Yes,Single,French only,Yes,People's Party,0
70,Male,"$75,000 to $99,999",Newfoundland and Labrador,Bachelor's degree,Yes,Has a partner,English only,Yes,Conservative Party,0
73,Male,"$100,000 to $ 124,999",Quebec,College or certificate,Yes,Has a partner,English only,No,Liberal Party,1
46,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Single,English only,Yes,Green Party,0
30,Female,"$50,000 to $74,999",Nova Scotia,College or certificate,Yes,Has a partner,Both English and French,No,Don't know/ Prefer not to answer,0
71,Male,"$25,000 to $49,999",Quebec,College or certificate,Yes,Single,Both English and French,No,People's Party,0
47,Male,"$125,000 and more",Quebec,Above bachelor,Yes,Has a partner,Both English and French,Yes,Don't know/ Prefer not to answer,0
57,Female,"Less than $25,000",Ontario,College or certificate,Yes,Single,English only,Yes,Don't know/ Prefer not to answer,0
57,Female,"Less than $25,000",Quebec,College or certificate,Yes,Single,Both English and French,No,Don't know/ Prefer not to answer,0
61,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Don't know/ Prefer not to answer,0
65,Male,"$50,000 to $74,999",Ontario,College or certificate,Yes,Has a partner,English only,No,Liberal Party,1
45,Male,"$125,000 and more",Ontario,Above bachelor,Yes,Has a partner,English only,Yes,Liberal Party,1
48,Male,"$125,000 and more",Quebec,Bachelor's degree,Yes,Single,French only,Yes,Conservative Party,0
34,Female,"$75,000 to $99,999",Ontario,College or certificate,Yes,Single,Neither English nor French,Yes,Liberal Party,1
55,Female,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Liberal Party,1
50,Male,"Less than $25,000",Quebec,High school diploma,Yes,Has a partner,English only,No,Conservative Party,0
54,Female,"Less than $25,000",Quebec,High school diploma,Yes,Single,English only,No,Liberal Party,1
65,Female,"$25,000 to $49,999",Ontario,Bachelor's degree,Yes,Single,English only,No,Liberal Party,1
41,Female,"$100,000 to $ 124,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes,ndp,0
58,Female,"$75,000 to $99,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes,Liberal Party,1
75,Male,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,No,Conservative Party,0
71,Male,"$50,000 to $74,999",Nova Scotia,High school diploma,Yes,Single,English only,No,Liberal Party,1
76,Male,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,No,Conservative Party,0
57,Female,"Less than $25,000",Ontario,Bachelor's degree,Yes,Single,French only,No,Don't know/ Prefer not to answer,0
51,Female,"$100,000 to $ 124,999",Quebec,Bachelor's degree,Yes,Single,English only,Yes,Liberal Party,1
67,Male,"$50,000 to $74,999",Ontario,Above bachelor,Yes,Single,English only,Yes,Conservative Party,0
75,Female,"$25,000 to $49,999",Quebec,High school diploma,Yes,Has a partner,French only,No,Conservative Party,0
